id,comment,replies,title,labels,political,religion,other,date,time
UgxM1mfO-SVY_LK_WvF4AaABAg,"Why do they have the need to call police ASAP and it’s always white women. I’m a guy I don’t care, if it’s safe to do so and it’s not bothering no one, then go for it.","['DEEZ NUTZ HAAA GOTEM', 'keef davis deez what ? ...', 'I have a permit . Would you be interested in purchasing some of deez ... .', 'I have a permit . Would you be interested in purchasing some of deez ... .']",woman who called police on black girl selling water,0,0,0,0,7/9/18,21:27:55
Ugzcn2LZubXo9aGrY954AaABAg,"Three weeks after her release she was again arrested for burning down the judge's house killing his two dogs and totally destroying the home and two cars, she was released due to lack of evidence.","[""and she was n't charged with a crime for mocking and being sassy .""]",judge flips out after getting flipped off,0,0,0,0,11/25/17,21:38:03
UgxLh8sY_tFt1At_nRx4AaABAg,"When the police officer found out she was a state attorney, he attempted to let her go. And gave her the reasons why he stoped her in the first place. And those reasons are legitimate. The police officer wasn't racial profiling or harassing her in any way.","[""You 're a race soldier !""]",police pull over florida state attorney,0,0,0,0,11/18/18,16:03:18
Ugw4dHcxELZgaIQjy9Z4AaABAg,Looks like she's abusing her power.,"[""I 'm not american , but I 'm pretty sure it means their plate numbers . Like uh checking their license plates in the system .""]",police pull over florida state attorney,0,0,0,0,4/17/18,19:03:14
UgzVwQNDjRFpNk3Kii54AaABAg,Hold up she looks like the girl that wouldn’t let the black man into his apartment and wanted to sleep with him,"['VoidAMG G very original', 'LMFAOOOOOOOOOO so original 😒', 'Her fatness too', 'LOLOLOLOL']",woman who called police on black girl selling water,0,0,0,0,6/27/19,6:48:49
Ugzgo8gmOEDuSZ_cY0d4AaABAg,se la pelaron no lo pudieron encorralar los mensos ...AMLO 2018,"[""Karla Angeles pues ese es un error de dedo no una falta de ortografía , eso de `` achu '' es muy Goninez jajaja"", 'Lia Galmo AMlO ? pero si achu .']",revive el debate de andrés manuel lópez obrador,1,1,0,0,3/23/18,1:16:40
UgzPkZMFwI1chkuFyJl4AaABAg,"'Somebody as intelligent as Jesus would have been an atheist'
But Jesus did believe in God and called him his father. So what does that say about Dawkin's argument then?","[""I totally agree - and even the Bible agrees - it 's all there in Ecclesiastes 9:7-10 . Leave out the God references and it 's perfect - include the God references and it tells us that God *approved* the actions of Hitler , Stalin , Mao and Pol Pot ( which if He is omniscient he knew would happen and if He is omnipotent , He chose to create this universe in the way that gave rise to them - so what 's the deal ? Well , the answer is in Isaiah 45:7 - God creates evil and He 's proud of it . )""]",richard dawkins: 'somebody as intelligent as jesus would have been an atheist',0,0,1,0,8/21/17,5:27:29
UgzAz9SHy-2yyvzg7Px4AaABAg,Upping her bale was a warning to get rid of the attitude instead of just holding her in contempt right there. She shat all over that warning so he gave her an especially harsh contempt ruling. Honestly if she can't afford her bail which isn't too unlikely she could be in jail for much more than thirty days waiting for the case to resolve.,"['@ Jose Lucca Well , everyone does have their own tastes', '@ Nicholas Hughes Humor is relative , I found it very amusing .', 'How is this supposed to be funny ? I thought it was interesting , but not humorous whatsoever .']",judge flips out after getting flipped off,0,0,0,0,12/13/18,10:45:08
Ugj4k9buSc9HFXgCoAEC,Mental intelligence vs wisdom and love.,"['Devran Aktaş you mean the extreme limitations of science . Science is nothing but our limited fallible understanding of the universe and everything in it . We know so little , less than 1 % of all there is to know and yet we ignorantly discount the possibility of the supernatural .', ""Yes , but not exactly . People who believed in religion or a kind of religion started to think about the understanding of the universe . It was n't their fault that they even believed in a religion or anyone . It was because back then if you did n't believe then it 's bye bye to you . This made people believe , also religious parents back then so their child does n't get killed . Most who sought to actually think more than just the book where usually very important people back then too . These people believed in religion because their environment believed in this too , their environment said it was the truth . *My argument is that religion was n't what science was born from , but it was the people who came at it and thought about it* ( I hope this was respectful to you )"", 'Devran Aktaş Science was born from religion . So perhaps you should open your mind to history ?', 'Yeah , good luck with that .']",richard dawkins: 'somebody as intelligent as jesus would have been an atheist',0,0,1,0,12/8/16,7:45:54
Ugyrh4TLw1DeNghOHN14AaABAg,"Judges have too much power, the 1st amendment should apply to what you say to them","['At least , the judge ( Jorge Rodriguez Chomat ) is dead now , good riddance .']",judge flips out after getting flipped off,0,0,0,0,4/9/19,1:46:18
UgyLq742o9yGBfAGPmd4AaABAg,I do not care how e got hear.,['Translation : statistics are cray cray'],militant atheism | richard dawkins,0,0,1,0,5/23/19,18:29:59
UgytKEHwc7pHCvUG8814AaABAg,"I'm Indian first then Hindu.PROUD to be an Indian.I believe evry religion is same.to me GITA QURAN BIBLE TRIPITAK TORAH all r same&I love all..
 Bajranbali k bhakt hai ..alhamdulla peace out🤗","['You just sumarrised what islam is all about . Wow , didnt know Islam teaches one to be like you when one converts into a Muslim .']",the differences between islam and hinduism,0,0,1,0,1/14/19,14:35:21
UgwSD1IJlBmSY6Sis_l4AaABAg,"White people in the comments salty af 😂. Trying to stick up for the cops like they weren’t profiling , even the cop got nervous after he found out he profiled the wrong person so just stfu with the excuses for the cop . 6 months to become a police officer and 2 years to be a hairdresser , what a joke . That’s why u got so many low IQ cops","['yes', 'Are you color blind ? One was black..', ""@ Meekal yeah he definitely does n't look Anglo"", 'The guy on the opposite side looked black to me if I stand correct .']",police pull over florida state attorney,0,0,0,1,12/22/18,14:12:10
UgwHf6EMihCwhn0sv1R4AaABAg,I learned a lot from this video...Thank you so much,"[""`` My suggestion : learn Arabic to a proper Arabic expert and study The Holy Quran '' _The Generous Quran : An Accurate , Modern English Translation of the Qur'an , Islam 's Holiest Book_ by Usama K. Dakdok , xiii https : //www.amazon.com/Generous-Accurate-English-Translation-Holiest/dp/098241370X/ This translation is also as faithful as is possible to the numerous grammatical errors occurring throughout the Arabic text . The reader will , therefore , find tense changes multiple times in the same sentence , gender confusion , and grammatically incorrect sentence construction . `` What Is the Koran ? '' ( Jan 1999 issue ) , https : //www.theatlantic.com/magazine/archive/1999/01/what-is-the-koran/304024/ GERD-R. Puin speaks with disdain about the traditional willingness , on the part of Muslim and Western scholars , to accept the conventional understanding of the Koran . `` The Koran claims for itself that it is _'mubeen , ' _ or 'clear , ' '' he says . `` But if you look at it , you will notice that every fifth sentence or so simply does n't make sense . Many Muslims—and Orientalists—will tell you otherwise , of course , but the fact is that a fifth of the Koranic text is _just incomprehensible._ This is what has caused the traditional anxiety regarding translation . If the Koran is not comprehensible—if it ca n't even be understood in Arabic—then it 's not translatable . People fear that . And since the Koran claims repeatedly to be clear but obviously is not—as even speakers of Arabic will tell you—there is a contradiction . Something else must be going on . ''""]",the scientific mistakes of the quran,0,0,1,0,7/11/19,8:57:38
UgxA4IsdvhhZxb4YDvJ4AaABAg,Women get some headphones block out the noise instead this chick wastes tax payers money she should been arrested for making a false report,['EXACTLY ! ! GOOD POST ! ! GOOD JOB ! ! ! : ) ) ) )'],woman who called police on black girl selling water,0,0,0,0,6/26/18,19:44:31
UgwY8px3J3Tr7fxhQpN4AaABAg,"I don't see a ""good looking girl"" anywhere. Liar.",['People have different beauty standards or whatever you call it'],camera records wife allegedly hiring hit man to kill husband,0,0,0,0,12/13/19,21:31:27
Ugx0g2M49mnbH3SHhzp4AaABAg,I find it funny when people say islam is peace and muslims are not extremists..whereas islam is the only religion which is spread through war (jihad) from the time of Muhammad.,"[""@ Sadman Sarwar Mohaan We try bro . I know guys like you also try your best . Hope we 'll all be in peace someday . No country is perfect . We have to make it . And do n't worry , there are millions of guys like me , and I have many Muslim friends here who are happy . Watch this video , if you do n't believe me : https : //youtu.be/0KaheC0Q-XE Today was peaceful . Let tomorrow be too 😃😇"", '@ SUDIPTO SEN Yeah bro wish every one in India can understand the fact.peace 😇😇😇😇😇😇😇😇😇😇😇😇😇', '@ rinkukhanguraoind I said branched off of Hinduism . Not Branch of Hinduism . There is a difference . Look it up . Sikhism has ideologies of both Hinduism and Islam . 1st Sikh Guru , Guru Nanak was Hindu . But he was deeply influenced by Muslim teachings as well , and then attained enlightenment . Following which he taught his own religion- Sikhism . Gautum Buddha was also Hindu and created Buddhism . Buddhism has very few similarities with Hinduism as he attained enlightenment on his own . But it is still said to have branched off of ( and not a branch of ) Hinduism .', ""@ SUDIPTO SEN bro In God 's and his messenger saw teaches every Human to Behave well with each other and always respect others religion.But there r more culprite in ur country/ religion who always oppress the minorities in ur country ."", '@ Sadman Sarwar Mohaan exactly , so they have adaptations from both Hinduism and Islam . We should also Live in peace , together 😇']",the differences between islam and hinduism,0,0,1,0,1/14/19,12:35:38
UgwzDM1U34vtN3TI0pt4AaABAg,Angela cries like a baby,"['Cuz your ugly', 'why.. truth hurts does it ?']","panelist cries discussing racism, republican party",0,0,0,0,7/12/18,7:35:08
UgzHVcbEKDbVUtkzY_p4AaABAg,alec baldwin did become president!! It's amazing,"[""Larry David is actually Bernie 's cousin .""]",democratic debate cold open - snl,0,1,0,0,7/19/19,13:04:04
UgyU2Jk3InTZIs7DEjN4AaABAg,Why do the owners at that house in Richmond look and sound exactly they way I thought they would? 😒,['Affirmative action .'],kanye west ignites a debate about racism,0,0,0,0,4/26/18,16:30:16
Ugi8RgJZ9Bv4WngCoAEC,Why do these SNL idiots think  Hillary is going to win.,"[""they should 've done that instead of shaking hands at the beginning & HC slaps his hand away or something""]",donald trump vs. hillary clinton town hall debate cold open - snl ,0,1,0,0,10/16/16,17:43:46
UgwQtXPhIymotFBldRZ4AaABAg,"So... was the kid yelling? If the kid was a disturbance, yes, call a third party enforcer of laws, what we call police. What's wrong with that? And those folks cooking where they aren't supposed to?... Is any of that jiving?",['Rob Sajkunovic she was only asking for forgiveness because social media got involved . If the video was never took she probably of never ask for forgiveness'],woman who called police on black girl selling water,0,0,0,1,12/15/19,8:39:44
Ugwm8Ij4kjDB5JswF914AaABAg,don the lemon head it so full of fake news and christie cumbo is full of it more two of the sorriest new people in the media,"[""are you calling me a racist ? That 's funny . I have dated a few black women in my time , that 's how I can understand the argument . I have worked for both companies I named so I understand what goes on behind closed doors . When others read your comments , it helps me prove the point ."", ""Posi P If there was n't no NAACP y'all racist devils👹 would have been worst then that toward black people AssHole ! 😗👏👏""]","panelist cries discussing racism, republican party",0,0,0,0,7/13/18,20:34:09
UgxzBfQ9gqwIF9xl8sR4AaABAg,What did she say? I couldn't hear,"[""She said `` Look who 's leaving all the black people ``""]",racial remark during high school graduation shocks crowd,0,0,0,0,6/14/19,10:40:22
Ugx_Qkv1-7vMgwjy9cp4AaABAg,Now I know the meaning of crocodile tears...,"[""Sabrina Black u probably do n't have a job so ctfu"", 'How do you know they are on welfare ?', 'chase My tax money is paying for these shitheads vacation 😭']",woman who called police on black girl selling water,0,0,0,0,7/5/18,16:04:26
UgzpBe-7czaeFNjeIZB4AaABAg,She was happy to leave and just saying adios is going to encress the bill woah. Im just a kid and i know thats not right.,"['well , he died so..you know - congratulations to you .']",judge flips out after getting flipped off,0,0,0,1,10/1/19,21:54:55
UgxgI44irgeYs6pXVE94AaABAg,That white girl crying is on POINT 👏🏽👏🏽👏🏽👏🏽👏🏽,['Reminds me of a black university student who was just picking up trash on his campus and started being harassed by police'],woman who called police on black girl selling water,0,0,0,0,6/30/19,3:11:50
UgiiSYW2nQeFa3gCoAEC,apparently Donald can't take this joke,"['Jacob Medors a ton of people like to rape others , deal with it .', 'swaggytoast Well , a ton a people enjoy it , so deal with t']",donald trump vs. hillary clinton town hall debate cold open - snl ,0,1,0,0,10/17/16,22:30:02
UgjY5NGEN-XsA3gCoAEC,"Yeah, let's do an unbiased random sample in front of a church. I wonder if it would come out different in front of a museum of natural history.","['@ TheTwister821 Very well said .', ""If you took the financial rewards out of the equation for religious leaders , ( no job they bum from ppl & are tax exempt ) then they 'd most likely end up giving up their myths & get a real education so they can contribute to society vs being leeches .""]",richard dawkins: 'somebody as intelligent as jesus would have been an atheist',0,0,1,0,11/30/13,22:20:30
Ugwf4BlgkxlIOeeWESB4AaABAg,You can tell she's a trump supporter..,"[""That 's why kids are batteries""]",woman who called police on black girl selling water,0,0,0,0,11/30/19,21:40:03
Ugyt-bs9TgzTfk3pTXF4AaABAg,she got dat extra punchable face ngl,"['Ur a ruminant , and a waste of Oxygen .']",black man asked to leave his own pool,0,0,0,0,7/26/19,6:09:03
Ugysa40TQbCUl_dYIWJ4AaABAg,#Muslims can anyone disprove him??,"[""@ daniel letterman Many taken the religion as toxic specially Communists . But Islam does n't care about anything . What said by their Allah all human beings of the world must 've to abide by all . You may leave your religion being your own choice but Allah and Musulmans will not get you free by any means whether you 're a muslim or a Non-Muslim ! So better to think how to get rid of Islam . *Islam has no mercy for the Non-Believers and force you to obey and pray to Allah for the betterment with heaven without any exemption ! * ALL THE followers of 4300 RELIGIONS but Allah reacted except Islam ( ! ! ! ) specially Christianity , Judaism Polytheism , Hinduism , Bhuddism , Shikhism , Jainism ... all are `` Worst of all living , non-living creatures in WORLD ! ! Also they are worst of BEASTS in the side of Allah -Quran 98/6 ! ! Also , `` they are Cattle '' '' ! ! Quran 7:179 “ ... they are like cattle , nay more misguided : for they are heedless . Quran 4:56 Indeed , those who disbelieve in Our verses - We will drive them into a Fire . Every time their skins are roasted through We will replace them with other skins so they may taste the punishment . Indeed , Allah is ever Exalted in Might and Wise . Quran killings : 2 : 191 `` And kill them ( infidels ) wherever you find them , and from where they have removed you , remove them from there . Unbelief ( Fitnah ) is worse than killing . '' 4:89 `` They want you to reject faith , as they have rejected , and thus you all become equal , therefore do not take a friend from them , unless they go in the way of Allah . But if they take back ( from Islam ) , catch them and kill them wherever they meet and neither take them friend nor help them. `` 3 : 118 `` O you who believe , do not go outside your religion as your friends , because they will not fail to do their best to corrupt you . They desire to severely harm you . '' 5:52 `` O you who believe ! Do not make Jews and Christians your friends , they are friends of each other . '' ( of warning ) ” . Religion maybe a toxic for you but Allah has no option except to get converted or to be killed and only one option yet is to commit suicide ! ! Hmmm ."", ""Do n't forget that all religions are toxic .""]",the scientific mistakes of the quran,0,0,1,0,7/6/19,18:45:31
Ugyj0c8fj67eNDPeYjN4AaABAg,"She said ""Peoples windows are open its a no day."" Well if it's a hot day and the windows are open *LET HER WELL THE COLD WATER*",['Shiwaye Fekadu OOF 😂'],woman who called police on black girl selling water,0,0,0,0,4/27/19,0:07:34
UgxsT3tKHyBtPAExOn54AaABAg,Our great PRESIDENT TRUMP is useing his position for personal gain? whyyyyyyyyy is the people not drug tested,"['@ Go To according to who , the distorted census ? Where you if you are not Indian american black or Asian then you must be white ... get your facts right', ""@ Go To he is white and he is in power that 's my evidence""]",racism accusation sparks fury at cohen hearing,0,0,0,0,3/2/19,13:56:45
UgxigGw30QIrmMhdxzJ4AaABAg,I can’t take Michael Che seriously with that makeup lol,"['Omg yes ! ! Fucking riot ! ! And so true , ugh ! ! !', 'Ivankas hot though', 'Omg that killed me😂', 'That killed me😂😂😂😂😂', '😂']",donald trump vs. hillary clinton debate cold open - snl,0,1,0,0,1/9/19,0:12:08
UgzMUvfhdfDEaH17hw14AaABAg,Let them place a big apple into his mouth. 🤔☻👈☠😳,['The high level of intelligence causes them to speak out with ingenuity'],judge orders suspect to have mouth taped during sentencing,0,0,0,0,9/24/19,13:14:58
Ugwe1B68FIMaf_xo0gt4AaABAg,"Can someone give me a straight answer on this, what has trump done that makes him racist, like actual evidence that can  be substantiated with facts and not just hearsay.",['im kind of pink in skin colour and have been called porky and marshmallow . Is that tacist or just funny ?'],"panelist cries discussing racism, republican party",0,0,0,0,7/12/18,23:51:42
UgwiPUjzWmxQS3g_N4l4AaABAg,It's those few white people like this that make others look bad. They just have no lives and feel the need to make themselves feel important,"['HAHHAHAHA', '@ No Brand YT User lmfaooo I am so done !', '@ No Brand YT User 😭😂😂yoooo', 'get out , imean get that bbc out *starts sucking', '@ kiril mitrev 😂😂im dyin']",black man asked to leave his own pool,0,0,0,1,12/23/18,3:20:53
UggX2w9Fl7Al1XgCoAEC,I guess she didn't listen to Jay Z  OJ Story,['M C she never said she was in her statement about the stop dumnass.In fact . she said they . followed procedure .'],police pull over florida state attorney,0,0,0,0,7/15/17,20:18:37
UgwIAzEq04l0Ati-V9p4AaABAg,Why does it matter that he is black this should happen to no one.,['Gaming Noob That ’ s not true at all'],black man asked to leave his own pool,0,0,0,1,1/11/19,23:54:56
UgzNnXlOsMeNdM8nt694AaABAg,Putting tape on his mouth not cool thou ..,['Crista League i mean america does belive in freedom of speech right ?'],judge orders suspect to have mouth taped during sentencing,0,0,0,0,4/23/19,14:18:16
Ugxx6al5EUK5M8Bu1uF4AaABAg,Dawkins can say whatever he wants to say anyway wants to say it but nobody else can say it only Dawkins only Dawkins has the right to say what he wants to say nobody else yet Dawkins doesn't have any proof he says he does but it's not proof it's not proven,"[""What if something did n't come from nothing ? What if something came from something ? If the universe is infinite , that goes for both infinitely large and infinitely small . This may or may not be true . There 's also infinite universe theory where there are innumerable universes all packed next to each other separated by their microwave fields . The universe expands , eventually it could contract back to a singularity only to `` big bang '' again and again for eternity . There 's a lot of different theories for the beginning of the universe . If you 're truly interested I encourage you to delve into the science yourself ! There 's a lot more conclusive and in depth answers than just `` God did it . ''""]",militant atheism | richard dawkins,0,0,1,0,8/26/19,4:25:58
UgwOJK7150ZsKfRc6vJ4AaABAg,can u find out why hindu have statue of god ?,['Ys bro hindustan humari jaan hai kyuki yeh desh humare ram ki janma bhumi hai'],the differences between islam and hinduism,0,0,1,0,4/27/19,23:50:54
Ugz7UNIoIOLYwkGP69p4AaABAg,The baby just wanted to go to Disney. White people always trying to be bothered by POC. Live and let live!,['No proof of her being racial towards the mother and the girl . Only assumptions .'],woman who called police on black girl selling water,0,0,0,1,7/8/19,17:24:04
Ugw5hk_qnvLD1S3j4f94AaABAg,I don't get what's so funny to the woman in the beginning,['Lol !'],black customer racially profiled in high end store,0,0,0,0,2/21/19,19:51:44
Ugw4TLtdMqmzAZIbOel4AaABAg,So shocked at how blatantly racist Americans are. Like seriously just get a life you freaks.,"[""Oh do n't worry I know some good white people out there . It 's just the , one person ruins it , they ruin it for everybody , kinda thing .""]",black man asked to leave his own pool,0,0,0,1,2/22/19,23:04:49
UgxCoioYUccEAHU4r1B4AaABAg,I feel bad for the lawyer :(,['I believe it ’ s mandatory for you to be present in all criminal court proceedings'],judge orders suspect to have mouth taped during sentencing,0,0,0,0,7/28/19,18:28:12
UgyHoXXHBIx6nmlxZDl4AaABAg,"Ask him about he's teacher Antony Flew, I laugh me bollox off when he came out as a God fearing, goes to prove that God has a sense of humour.","[""Unlike many priests who are the perps . What 's worse , their organization ( financially supported by regular worshipers ) actually protects them from the law . Dawkins 's experience ( which he openly talks about - it 's no salacious little secret you are revealing ) was one of being 'touched-up ' once . Bemusing rather than traumatizing - not like being buggered or raped .""]",richard dawkins: 'somebody as intelligent as jesus would have been an atheist',0,0,1,0,12/27/18,17:59:23
Ugw13Ylz5c4b2W4WI1h4AaABAg,His breathing said it all! Became fast and heavy when he found out who she was.,['Both cops should be then according to you the white AND THE BLACK COP !'],police pull over florida state attorney,0,0,0,0,6/14/18,18:37:29
UgwnzkxW4ZGE4JMs-zd4AaABAg,"""it gives some people a reason to keep going"" 😂😂","[""Youtube are ghost-banning my reply , so I have encoded it using 'rot13 ' - copy the code below and past it into the *'rot13 [ dot ] com'* website : Nf ybat nf crbcyr fgvyy oryvrir va tbqf gura 'Lrf ' . Nf zbanepuf pynvz gurve nhgubevgl gb ehyr ( nyorvg va n irel yvzvgrq jnl va n Pbafgvghgvbany Zbanepul fhpu nf gur HX ' f ) sebz Tbq - gur evghny bs n pbebangvba vapyhqrf orvat 'nabvagrq ol Tbq ' - vg jbhyq or qnatrebhf gb perngr n uhzna bssvpr bs 'uvture ' cbjre gb fcrnx sbe Tbq , gb cbffvoyl qryrtvgvzvmr gurve eblny rqvpgf naq gb nyybj gurz gb cbffvoyl qral guvf evghny gb n shgher zbanepu . Clearly , there is a word in there taht they do n't like .""]",richard dawkins: 'somebody as intelligent as jesus would have been an atheist',0,0,1,0,7/2/19,5:26:49
UgwrguwSzX66bTE7iH94AaABAg,So Swimming while black added to the list?,['...'],black man asked to leave his own pool,0,0,0,1,1/6/19,14:12:57
UgyCoprPcY2geeTB5Y94AaABAg,I feel for his attorney,['Thank you'],judge orders suspect to have mouth taped during sentencing,0,0,0,0,11/22/19,15:27:53
UgwIMyV_pz_PH-81uKd4AaABAg,Im proud of my new religion reverted from Christianity to islam....,"['Hi , I invite you to know about the true Islam by visiting this informative website entitled A Brief Illustrated Guide to Understanding Islam https : //www.islam-guide.com May Allah ( God ) guide you to His true path .']","islam, judaism, and christianity - a conversation",0,0,1,0,11/1/18,12:34:03
UgwV93K-RtB3TgilNGh4AaABAg,I proud to be Muslim from kashmir,"['@ lund penis symbol allah الله Sita merai lowdai Pai 🤣🤣🤣', '@ ADOLF HITLER char chwani ghode pe , lund sign الله\u200e allah mere lawde pe ... 😂 😂 😂', '@ lund penis symbol allah الله Dick worshipper spotted', 'La Illaha Lullullah , Chudammad Rangeela Rasoolallah . English Translation - There is no 72 virgins brothel keeper but pen*s sign الله\u200e Allah and Chudammad Rangeela rasool was the last and final messenger of Terrorism .', 'Yes you are hijda']",the differences between islam and hinduism,0,0,1,0,1/15/19,12:25:48
Ugx7Uj1RUhCncEI-0ex4AaABAg,20:30 take ur word back apostrate our Indian philosophers and astronomers have never said 8n the whole recorded history of India including medieval one that sun is going up and down,"['Alan M. Everyone is Criticizing islam cuz moslems are killing Non-moslems on the name of Jihad.They want the whole earth to b theirs but christians are not doing the same so no one is criticizing them.Christians r not killing innocent people .', 'Alan M. why dn u see ur flaws first ? ? ?']",the scientific mistakes of the quran,0,0,1,0,7/6/19,23:16:13
UgzqDPVerUUROQRsyTd4AaABAg,Ya even as state attorney shes still a victim,"['dksix1905 Well , it must look funny : )', ""Paul Black Here in the US , in states that do n't require a front tag many people will get tags from Europe or Japan and put them on the front of the car . I see it all of the time ."", 'dksix1905 Thank you very much for explaining this all situation , now I understand everything ; ) ) It is really interesting that cars in some states have tags on the rear . They must look much better without front tag . We should have this in Europe .', ""They enter the tag number ( maybe tags are vehicle registration plates in Europe , the alpha/numeric plates that bolt to the rear and sometimes front of automobiles ) into the computer that the patrol car has onboard , that gives information on the cars registration . Like who owns the car , has it been reported stolen , does that tag belong to that car . Here in Tennessee our gun carry permits are one with our driver 's licenses now , so this will also let the cop know if the owner is legally carrying a gun . The story the cops gave is plausible , more so than because she was black . It would be hard to know she was black through windows that dark from a position that you could see the tag , at least if the car only has a tag on the rear . Some states have tags front and rear but in my state only commercial trucks are required to put the tags on the front of the truck .""]",police pull over florida state attorney,0,0,0,0,6/3/18,19:28:35
